 Text, Selected_text,Sentiments
 I am surprised you haven`t fired  for announcing the whole world of they body they`d found 'Selfish',havent whole world found,2
" haha! i see...  go, wear BLUE! ) heey, ur watching JONAS! hahaha ) haven`t watched any ep yet.. hope it shows here soon!:p",haha ur watching hahaha havent watched yet hope shows,1
 It`d be nice but soon we`ll have to Pay to Tweet, It`d be nice but soon we`ll have to Pay to Tweet,0
 how do you win the trip to america? please reply xo, how do you win the trip to america? please reply xo,0
 hahaha! YES I AM!  Lil Jon is the freakin jizzle! U know I named my 1st puppy after u? Lil Jizzle...remember? LOL...xoxox, hahaha! YES I AM!  Lil Jon is the freakin jizzle! U know I named my 1st puppy after u? Lil Jizzle...remember? LOL...xoxox,0
wonders why her Karma points turned into 0.00.  http://plurk.com/p/wxj54,wonders why her Karma points turned into 0.00.  http://plurk.com/p/wxj54,0
The sun is shining  Have a great day,sun great,1
Chaz`s Daily Happenings: 22:31 Watching E.R instead of a DVD. End of an era  # 11:09 The sun is out. Wooo  #.. http://tinyurl.com/lgwrum,Chaz`s Daily Happenings: 22:31 Watching E.R instead of a DVD. End of an era  # 11:09 The sun is out. Wooo  #.. http://tinyurl.com/lgwrum,0
" Hahaha, that`s a cool pic that Sal made of Daniel and you. lol.",Hahaha thats cool pic made lol,1
 Your sweetie is very lucky too!  #liberty,sweetie lucky,1
Anyone have a Super Nintendo Controller they want to sell me? Mine broke.,Anyone Super Mine broke,2
" go to mid valley la ****  haha! never mind la, i don`t wanna go with you anyways"," go to mid valley la ****  haha! never mind la, i don`t wanna go with you anyways",0
Attempting to sleep. My puppy is sick already,sleep puppy sick already,2
 i wanted to see that.  enjoy it!,wanted enjoy,1
hah.. finally got home...,hah.. finally got home...,0
is sick in the doctors waiting room,sick waiting room,2
Why did i drive and how did i make it? Ahh margaritas are the BEST!!,drive make Ahh BEST,1
 omg wow  I hope everything is ok now,omg wow hope everything ok,1
"lazy day, staying off the foot as much as possible.","lazy day, staying off the foot as much as possible.",0
#thingsmummysaid  You are the result of a broken condom.,broken,2
" oh okay cool, i love the fast and the furious can`t wait to see the new one",oh okay cool love fast wait,1
"So yeah, things aren`t going so well for me. I`m getting to feel like I haven`t felt in a long, long time.",yeah things arent getting feel like havent felt long long,2
YES!! REPRIEVE!! One paper pushed back until Friday! That leaves just three more pages due by 4:00pm... not even a problem.,YES Friday due even problem,1
spending some quality time with my fender tele deluxe...true love,love,1
hmm icecream for breakfast  #springtime,hmm icecream for breakfast  #springtime,0
Wishing I could have seen my nephew graduate from kindergarten!,Wishing could seen,2
 i (L u so much  See u at school todaay!,school,1
Britain`s got Torture - Edelcries...,ELLE EST BONNE SA MERE,2
  its suzi,  its suzi,0
 It`s amazing the DVDs I`ll put on my Netflix list just based on the trash potential inherent in their titles,amazing Ill put,1
"_august84 - requoting the gyaan - the more you live life, the more you fail to notice how you live it - quote By muthu...","_august84 - requoting the gyaan - the more you live life, the more you fail to notice how you live it - quote By muthu...",0
perkinz..  idk wat after dat tho. maybe sum ****. lol,perkinz..  idk wat after dat tho. maybe sum ****. lol,0
  You`re silly.,Youre silly,2
"It`s 1:15 AM, and I hear a helicopter flying over my house. That`s kind of weird. In other news, my headache is back. BOOOOO.",hear house Thats kind weird news headache,2
 Rofl u did?  Hahaha! Lemme tell Salman Munir =P =P,Hahaha tell,1
 YEA!! Way to go! Super excited for a great Midwest resource!!! Midwest pride!,Way Super excited great,1
Hi .. I have the net YAYY.. Im here for a short time though,Hi though,1
Loving the sunshine! Wish poor Richie would feel better,Loving Wish poor would feel better,1
and we`re in,and we`re in,0
 heyy i have a sis of 1 year with 5 months and still she don t want to walk..,sis year walk,2
"  hey, is your site down? I was going to listen to the web stream but can`t get to the site...",hey site listen site,2
"my mind is racing ... b/c of 4 words he wrote.  I hate him, but I hate her most. ... and I can`t keep from falling for him",mind hate hate keep falling,2
 I hope so ^^ Eclipse is up and running again btw!  http://tinyurl.com/d792yd, I hope so ^^ Eclipse is up and running again btw!  http://tinyurl.com/d792yd,0
"Uh, happy mother`s day mum.",happy mum,1
"_bebop that`s lame, sorry",thats lame sorry,2
 morning  how are you?, morning  how are you?,0
_**** cheer up lizzi there will b another foh hero concert   but still i suppose we can b upset  xoxoxo,cheer another concert upset,2
 I`ll most definitely write about it! I look forward to your article on RE5 (if you do write about it) It should be fun.,Ill definitely write look forward write fun,1
" Hugs 4 kathy. Though my mom`s in heaven, I know she`s smiling at my accomplishments & all the people who keep me positive.",Hugs Though moms shes people keep positive,1
 oh noes I missed you again.,oh missed,2
 i don`t have anything being fwd through to mobileme and the last week i`ve gotten at least 4 -5 spam messages a day, i don`t have anything being fwd through to mobileme and the last week i`ve gotten at least 4 -5 spam messages a day,0
 ive been spending time w/my momma! we`re celebrating mother`s day for her early  ive been good! how was woodburn?,ive early ive good,1
 Heard that your dad would be going here in September. Would you also come with him?, Heard that your dad would be going here in September. Would you also come with him?,0
" I heard it was disappointing, which I am disappointed by before I`ve even seen it.  What a waste of C. Bale.",heard disappointing disappointed Ive even seen waste,2
 ???!  #MandarinMonday, ???!  #MandarinMonday,0
" Yeah, I thought that was very little warning for you guys.   I don`t miss 12-9 shifts 6 days/wk with no break, that`s for sure",Yeah thought little guys miss break thats sure,2
"Right I now need breakfast. Let`s see if I can make it while Tweeting ;-) What am I thinking, I`m a bloke, multitasking is out lol","Right I now need breakfast. Let`s see if I can make it while Tweeting ;-) What am I thinking, I`m a bloke, multitasking is out lol",0
 i`ll teleport it straight to you, i`ll teleport it straight to you,0
59 may be my new FAV number!!!,may FAV,1
"So i have done absolutely NOTHING all day today...how pitiful is that...smdh...guess I cant go out 2nite, I gotta work  booo ",done absolutely NOTHING gotta,2
Sad! Casue everyone is going their seperate ways! Never going to see my friends again!,Sad everyone Never friends,2
 cool np. It`s got me working on a series of designs.,cool working,1
Have to sell my car. It`s costing me too much. Can now afford one rollerskate. Bye bye petey,car afford Bye bye,2
  do it at like like 9 causeee im babysitting haha or you should call me causeee im kinda bored right now,like like haha call kinda bored right,2
"_Jim I so much want to see the screen adaptation of Kick ****, but once i found out Nick cage was in it, my heart sank",Kick found heart,2
Oh it is so sunny.,Oh sunny,2
 Oh noes.  Hope you feel better soon. My head sympathizes with yours.,Oh Hope feel better soon head,1
Sunburn is really bad now. Regretting sitting in the sun without suncream now,Sunburn bad sitting sun without,2
I feel like I`m on alott of drugs,feel like,2
 hehe his name was Jack Dawson & he died on the Titanic  u c that movie Miley?im watching it rite now. amazing.tell Leo I<3Him!, hehe his name was Jack Dawson & he died on the Titanic  u c that movie Miley?im watching it rite now. amazing.tell Leo I<3Him!,0
" oic, where in Cavite? no sorry im not from America ... if you can see my profile, there`s no word like America there"," oic, where in Cavite? no sorry im not from America ... if you can see my profile, there`s no word like America there",0
my throat hurts  gonna go read and go to bed. text mee!,throat hurts gonna read bed,2
watching old skool fall out boy vids,watching old skool fall out boy vids,0
 join the club., join the club.,0
$y_Spitta Was caught in traffic around the Howlin Wolf for about 30mins. I was wondering WTH was going on.....musta been nice!,traffic around wondering nice,1
 Agreed...this time of the year we should change the motto to 'The Soggy State'...my backyard looks like a swimming pool, Agreed...this time of the year we should change the motto to 'The Soggy State'...my backyard looks like a swimming pool,0
" Ohhh, i really want to see Coraline, it seems really good",seems good,1
why is it so **** cold ??!,cold,2
 FATTY! omg i just found the worst **** out and idk what to do i need to talk to you!! hopefully i see you when you get off work., FATTY! omg i just found the worst **** out and idk what to do i need to talk to you!! hopefully i see you when you get off work.,0
 if you weren`t 'picky' (=precise) i might not find you as interesting to talk to,might find interesting talk,2
 awee!, awee!,0
 You WILL be succesful  Love You!,Love,1
yeaaaah tangerang in vacation,yeaaaah tangerang in vacation,0
Yah me too,Yah me too,0
I lost 15 dollars. I always lose my money,I lost 15 dollars. I always lose my money,0
"Well, looks like it is going to be another night without my snuggle bug  Missing my Big Girl.",looks like another without Missing Big Girl,2
 but it is a good one,good,1
@_shannon1234 Shannie im so sorry! didnt mean to upset you! i just thought you would find it cute  im sorry dont be sad!,sorry didnt mean upset thought would find cute sorry sad,2
totally the best part of my day was studying with   haha ok now i`m really leaving holly`s and i`ll be there shortly! peace!,totally best part haha ok ill peace,1
"Going to clean my room but thats not hard. i keep my room pretty clean really....anyway, i could still be doing better things!!!!","Going to clean my room but thats not hard. i keep my room pretty clean really....anyway, i could still be doing better things!!!!",0
Got approximately 3 hours of sleep last night....I love my life,hours sleep love life,1
Bad week for connectivity...Arlington Panera wifi sucks. Maybe head to Legal Seafoods at airport. Dang...missing Metaverse U stream.,Bad week sucks Maybe head,2
 we have mice in our attic who clog dance, we have mice in our attic who clog dance,0
i need to make more of an effort to meet some of my best online friends like   <3 but **** the money it costs D:,i need to make more of an effort to meet some of my best online friends like   <3 but **** the money it costs D:,0
 DUDE. same.  it hurts,DUDE hurts,2
 Wish I was in Dallas.. Can I still say ow!? lol Hey... u spelled my name wrong  It`s all good. Thanks for #FF love,Wish say lol Hey name wrong good love,1
fall down,fall down,0
In Study Hall with Brittneyy!!,In Study Hall with Brittneyy!!,0
_flo well thats not nice... hope ur all good now,_flo well thats not nice... hope ur all good now,0
I`ve been reading up on Sims 3 genetics on the Sims 2 forums. Apparently hair dye is passed on to offspring. I`m very disappointed,Ive hair passed disappointed,2
 don`t know yet.. no word...   hopeful though!! and some good stuff happening lately so I`m getting excited!,yet though good stuff lately getting excited,1
 http://twitpic.com/4jguu - wow that is pretty  x,wow pretty,1
 that`s great! i was never so good at the jump roping..., that`s great! i was never so good at the jump roping...,0
 The cast of True Blood was there, The cast of True Blood was there,0
 morning you, morning you,0
new phone + zero contacts = poo. send me a message with your name so i can save your numbers thanks,phone name save,1
Working on something exciting... and I cannot tweet about it for several months,Working on something exciting... and I cannot tweet about it for several months,0
" U were great, as always. But, can`t we do an east Germany on noko? Or at least provoke them & then go in 4 the kill.",great always least kill,1
 its a nice pair of shoes. i checked other nike shoes if its worth buying... it is,nice worth,1
So my coworker/friend told me the manager who sent me home is afraid she`s in trouble for sending me home haha. Dumb ****,told afraid shes trouble sending haha Dumb,2
 wat u doin my bad im mixin this song,bad song,2
 can I help in any way?,help way,1
Signing out for the night - have a good Sunday night all,good Sunday,1
 I just got two tickets one for speeding and one for tinted windows, I just got two tickets one for speeding and one for tinted windows,0
@ Cleaning the house! going out at 3 to see a soccergame with friends,@ Cleaning the house! going out at 3 to see a soccergame with friends,0
And thanks for the gorgeous flowers.,gorgeous flowers,1
It`s good to be home,good,1
AP: North Korea could opt for devastating land assault... http://tinyurl.com/nmg9ht (via _Report) Scary talk to say the least.  mm,could Scary talk say least,2
i need to go out of office again.. i am melting..,i need to go out of office again.. i am melting..,0
Back home after a funeral for my wife`s grandfather today.  Now its time for homework,Back home after a funeral for my wife`s grandfather today.  Now its time for homework,0
http://twitpic.com/4wtii - new hair going to greeattt use!,hair use,1
Test another update... sorry for bothering all of u guys,Test another sorry guys,2
Calling it a night .... talk to yall tomorrow,Calling it a night .... talk to yall tomorrow,0
  that sucks,sucks,2
Happy Mothers` Day to my mom and all the mothers in the world,Happy mom world,1
i want to join drama practice today but i can`t,i want to join drama practice today but i can`t,0
#3breakupwords you have changed,#3breakupwords you have changed,0
 oh ok  well im sendin lots of love ****,oh ok lots love,1
" nooooooooo....u never call me anymore  lol...but, i`ve been good too...rick ross is in town, might go 2 his show 2nite ;-)",never call anymore ive good might show,1
" i`ll get my size 40`s out now, straight to the post office  See you later, hun"," i`ll get my size 40`s out now, straight to the post office  See you later, hun",0
 did she tell you why she hasnt? i miss my boge.,tell miss,2
_possa Happy Happy Bday Baby Girl. Love Ya!!!! Hope you get EVERYTHING you want,Happy Happy Bday Baby Girl Love Ya Hope EVERYTHING,1
 haha i just realised it sounded a lot like stellllaaa lol. anyhoo i got ur facebook msg and will start working soon hopefully,haha lot like lol ur facebook start working soon hopefully,1
ok      Love you girls. but work beckons.  Will come back later for #twpp,ok      Love you girls. but work beckons.  Will come back later for #twpp,0
 ... sounds like Jeff has the best job in the world!,sounds like best job world,1
just spent an hour trying to get the newborn bird in my front garden to fly. poor baby  no success!,spent hour trying front poor baby,2
someone doesn`t feel good...,someone doesnt feel good,2
Good Morning people!!! Have a great day,Good people great,1
 u can see I just twitted them if its the real xmsirius that is. Let me know any other contact info. Lets transmit this!, u can see I just twitted them if its the real xmsirius that is. Let me know any other contact info. Lets transmit this!,0
I wish I could twitter from the BOOK EXPO but the reception at the Javitz is horrible....,wish could twitter BOOK horrible,2
" 100,000 / 60 = 1667 words/day.  1667 / 10 = 167 words/hour.  167 / 60 = 2.8 words/minute.  No pressure.",10,1
 in august with anberlin. they`re not headlining though  and yes there is a perth show, in august with anberlin. they`re not headlining though  and yes there is a perth show,0
Got some new clothes  and series one of supernatural on dvd,Got some new clothes  and series one of supernatural on dvd,0
 SHOUT OUT TO NIKKI....PLEASSSEEE   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS), SHOUT OUT TO NIKKI....PLEASSSEEE   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),0
I love Google`s Mothers day theme  http://tr.im/jtl8,love,1
_tha lol  congrats!,lol congrats,1
makin tea an its stressin me out,tea,2
" woah that`s cool  just landed in London about 2 and1/2 hours ago.I LOVE the scenery, beautiful ,",thats cool hours LOVE beautiful,1
 thats terrible  I enjoy being with you every minute!, thats terrible  I enjoy being with you every minute!,0
 oh jealous. Though you`re missing the fried potato bread,oh jealous Though youre missing,2
"  How vile are people, they have to remove things that have a value",people things,2
 you should not be wasting the may bank holiday in the crappy north- you should be down south in brighton where the party`s at,may bank holiday crappy,2
@ punkrockchick25 Haha no i just saw a commercial for it. . You wouldnt kill me,@ punkrockchick25 Haha no i just saw a commercial for it. . You wouldnt kill me,0
 guess I missed out on more than beer and a good time,guess missed beer good,2
watching my favorite tv shows on HULU.com for free,watching favorite tv shows free,1
So full from a great lunch and now stuck in traffic,So full from a great lunch and now stuck in traffic,0
" well, as i mother & grandma i am a bit in a kidding mode",mother bit,1
very very bad headache that is getting worse by the minute not better.,bad headache getting worse minute better,2
wants  to come back online so that he can talk about all the gossip and horrible things which transpired today.,wants come talk horrible things,2
 but but it was funny when I wrote it,funny,1
 Thanks. Busy as **** is good in my book.,Busy good book,1
Only 1 tweet in the last 24 hours?  Nobody likes my tweetboard,tweet hours Nobody likes,2
 Thanks. Appreciate it.,Appreciate,1
Yay my ears match,Yay,1
 She`s the ruddy manageress - 2nd bad job from her. I can never find a good place beyond 1 or 2 cuts,Shes bad job never find good place,2
wonders if anyone would care if she died tomorrow,anyone would care died,2
 laundry instead of sitting here. that darn laundry keeps mocking me.,sitting darn,2
Unstable broadband and electricity taking toll on my mental stability.,taking,2
 grr @ naplan. just finished my commerce & geo exams  good luck (Y),finished good luck,1
nice weather..looks like its going to rain here in #Delhi.,nice like rain,1
My tweetdeck won`t pull up.,My tweetdeck won`t pull up.,0
that little boy that drowned yesterday lived in our subdivision and went to nicoles school. so so sad.,little boy yesterday went school sad,2
an ultimatum is an ultimatum no matter how you dress it up.  and that sucks.,dress sucks,2
" i know, don`t tell anyone  i dont know if my dad told the famz yet. i think i`m taking it online."," i know, don`t tell anyone  i dont know if my dad told the famz yet. i think i`m taking it online.",0
 Oooh you just spoiled my teenage fantasy,ELLE EST BONNE SA MERE,2
"it`s been so nice all day, and now it looks like it`s going to rain...just when i was getting excited about taking photos when i get home",nice looks like getting excited taking photos,1
Yay! I just fixed my blog`s CSS problem that messed up the design,Yay! I just fixed my blog`s CSS problem that messed up the design,0
" ohh yeahh (: i`m probs gonna be a loner to start with, thanks to the person i was gonna go with be a ****",gonna start person gonna,2
Wondering why it`s so cold - the skylight is open - I left the gas on this morning,Wondering cold open left,2
New Forum Thread - First Typhoon of the Season: Is *NOT* headed to Okinawa.  Made you look. .. http://tinyurl.com/dm4b3q,New Forum Thread - First Typhoon of the Season: Is *NOT* headed to Okinawa.  Made you look. .. http://tinyurl.com/dm4b3q,0
I`ll be grand....,I`ll be grand....,0
 I love my mom tooo,love mom,1
i had the best day ever! i missed him. more tomorrow too,best ever missed,1
#thingsmummysaid You need to learn to wash dishes and do laundry because I won`t always be here to do them for you. She was right,learn wont always right,1
" yea - it`s mostly b/c I couldn`t sleep, but oh well, lunch time will come soon"," yea - it`s mostly b/c I couldn`t sleep, but oh well, lunch time will come soon",0
 ahhh I`m drinking some too!! And bride wars is really good,ahhh wars good,1
 im missin out on all the fun aww  *cryin* lol,fun aww lol,2
" Thanks, that was gonna be my next tweet...You the man  Figuratively speaking",gonna next man,1
" Yeah, Trimet says it`s a 1hr trip, I get home at 6:30/6:45-ish, so we`d arrive just as everyone was leaving."," Yeah, Trimet says it`s a 1hr trip, I get home at 6:30/6:45-ish, so we`d arrive just as everyone was leaving.",0
COTTIN WITH EMILYYYYYYYY,COTTIN WITH EMILYYYYYYYY,0
_simple_girl  I have to miss the festivities this evening.  Heading up the hill and won`t have internet and no BB service.,miss evening wont internet,2
 I have popcorn and fruitcake now...but it`s just not the same as Chocolate, I have popcorn and fruitcake now...but it`s just not the same as Chocolate,0
_g: I`ve been sneezing and felt like a train-wreck for the last two weeks myself. But it`s not piggystuff.  So we`re good then.,_g: I`ve been sneezing and felt like a train-wreck for the last two weeks myself. But it`s not piggystuff.  So we`re good then.,0
_WOCKEEZ I`m missin u guys by a day!! Ill b there tomorrow  butttt see u june 18th with the blockkkkk!!!!,guys Ill,2
this is absurd ! I feel like a dipping in the pool real quick . its too bad i dont have a poool,feel like real bad,2
Going to get a pedicure and the to CPK for lunch,Going to get a pedicure and the to CPK for lunch,0
Why did everyone seem to leave me this weekend  ....sigh. In bed,everyone seem leave weekend sigh bed,2
Going into town later to get myself a birthday present.  An iPod Touch will do nicely I think,later birthday present iPod,1
"I`m off to bed. Head just won`t stop giving me pain. ahgg.. Let this sinus, allergy, whatever you are be over tomorrow! Sogni D`oro",bed Head wont stop pain Let,2
At the bus stop there`s always a big pile of loogies. So. Gross.,bus stop theres always big,1
 well keep me posted if it comes out fully thanks,keep comes,1
happy Star Wars day,happy Star Wars,1
"Thanks all for coming out tonight, hope ya had fun!",coming tonight hope ya fun,1
 i mean give. lol with a finger! then crash her car! lol jk. thats bad. just ignore her, i mean give. lol with a finger! then crash her car! lol jk. thats bad. just ignore her,0
things are looking better and better! i think i might be quite happy,things looking better better might quite happy,1
Had fun at the Airshow with the boys today - exhausted,Had fun at the Airshow with the boys today - exhausted,0
Marley and me is the saddest movie ever I never cry in movies but this movie mad me cry,saddest movie ever never cry movies movie mad cry,2
one of my cat`s is sick,sick,2
"Just left Brooklyn going uptown for some latin coffee with a dollar sandwich, can`t find that in downtown Brooklyn, where Brooklyn @","Just left Brooklyn going uptown for some latin coffee with a dollar sandwich, can`t find that in downtown Brooklyn, where Brooklyn @",0
I can`t find my camera,find,2
i think that i`m the only 1 on!!!,ELLE EST BONNE SA MERE,1
is feelin it,is feelin it,0
"I`m the bird with broken wings, she`s the song i love to sing  you know who you are ****",broken shes song love,1
 rofl. room is too small to dance, rofl. room is too small to dance,0
@_mmmichelle you`re in france?!?! cheri!,@_mmmichelle you`re in france?!?! cheri!,0
 that made me cry  poor hollie ****,made cry poor,2
"OK, time to head into Urban Outfitters to see what catches my eye, then head home, since this rain is hindering any more pics for the day","OK, time to head into Urban Outfitters to see what catches my eye, then head home, since this rain is hindering any more pics for the day",0
really annoyed that work appear to have blocked facebook now...,annoyed blocked facebook,2
Mothers Day,Mothers Day,0
_ PrintChick thx for sharen LUV IT,thx LUV,1
 delegate  I am now eating pate on toast a my wife is editing yesterday`s engagement shoot ;), delegate  I am now eating pate on toast a my wife is editing yesterday`s engagement shoot ;),0
Ha! I think I really have lost it. Time to get ready for work.,Ha lost ready,2
 hell yea its hot here  i miss cali,hell hot miss,2
YES! I DONE IT! at last.  my homework is ready dx and i can go waaalkiiing because the sun is shining ^^ oh yeah.,YES DONE ready sun oh yeah,1
 you writing fanfic? me read!, you writing fanfic? me read!,0
 I`m saving up for a three burner weber for next year, I`m saving up for a three burner weber for next year,0
  Thanks Mr. DJ!,Mr,1
I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.,hate,2
" ohh sorry , thats someone else`s pic  my bad",sorry thats someone pic bad,2
" *hugs* Oh gosh, I`m sorry",hugs Oh gosh sorry,2
"_ YEEEAH :`D lmao, dentists aren`t nice  espesh after they decide your too old for goodie bags with stickers & awesome toothpaste",lmao arent nice old awesome,1
 why do we need to wait another year for toy story 3?!, why do we need to wait another year for toy story 3?!,0
"HAHAH, Did I hear MVP Chants in Atlanta`s Arena?  At least they get it right there, unlike at staples","HAHAH, Did I hear MVP Chants in Atlanta`s Arena?  At least they get it right there, unlike at staples",0
 haha well then maybe u shouldn`t be so weak  hehe jks  ****,haha maybe shouldnt weak hehe,1
Biggest food fight/mosh pit ever and i miss it from across the school,food ever miss school,2
I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it`s dead. http://tinyurl.com/mlh4f5,killed happen great dead,2
#3wordsaftersex it hurts now,hurts,2
" I can only imagine, but I know I love hearing about your novel!    I`m kinda awake, lol.  Will continue to do so, hopefully.",love kinda awake lol hopefully,1
Gonna try to get a couple hours of sleep. Love going to bed at 9 am. Later Twitter,Gonna try hours sleep Love bed Later Twitter,1
http://twitpic.com/4wi9p - playing with ethan. i love you baby,playing love baby,1
 how come? i want pizza, how come? i want pizza,0
Geez I`m hating bein at work till 10 on a day like this I feel like its a wasted lovley day,hating till 10 like feel like,2
"At every gas station, I look for postcards for   No luck.",every look luck,2
ya i walked into the wall thats why i have a plaster on my neck,ya i walked into the wall thats why i have a plaster on my neck,0
  Hey everyone! I just mixed the first single....!  'Why R U' ...I`m sooo excited!,Hey everyone first sooo excited,1
Guys will go see Constance 	 logically,Guys will go see Constance 	 logically,0
did not sleep a wink last night  X,did not sleep a wink last night  X,0
 // i feel your pain. i once lived in an apt for 6 mos where the previous tenant had 4 cats. burning eyes/tight lungs =  gregg, // i feel your pain. i once lived in an apt for 6 mos where the previous tenant had 4 cats. burning eyes/tight lungs =  gregg,0
ahh! big scary bug flying around my room!!!!!,ahh big scary around room,2
"oh yes, the Cavs win game5, now onto game6. it`s still danger, they HAVE to win this one either, it`s no shot for the championship","oh yes, the Cavs win game5, now onto game6. it`s still danger, they HAVE to win this one either, it`s no shot for the championship",0
 Happy Anoop Day to you too Monica,Happy,1
"Just tried an energy drink to report back for you guys, and im sweating and have the worst cramps. I want to lie down",tried drink guys worst,2
Happy Mothers May to my Mak   Love you always! XOXO.,Happy May Love always,1
 i found out that there`s sushi with fake crab meat and it`s not good for you,found theres fake good,2
is thinking about a career change,is thinking about a career change,0
" meh, i feel fine now, it was crazy 10 minute sickness session, but now i`m hungry again",feel fine crazy 10 minute hungry,2
 what sun?, what sun?,0
   Well....hopefully someday soon you can get one!,soon,1
Under sooooo much stress lately,sooooo stress lately,2
 me too. ****.,ELLE EST BONNE SA MERE,2
" Tuned to listen, but had a 1:30 meeting. Now know that my high school/college French doesn`t cut it anymore."," Tuned to listen, but had a 1:30 meeting. Now know that my high school/college French doesn`t cut it anymore.",0
"Do you have a chronic illness blog? Let me know, I`ll post your link on my own  www.ptsici.blogspot.com","Do you have a chronic illness blog? Let me know, I`ll post your link on my own  www.ptsici.blogspot.com",0
Weekend is getting close. Too bad I`ll be stuck up north  Hopefully I`ll be able to get out next weekend for some real life fun.,Weekend getting bad Ill stuck Hopefully Ill able next weekend real life fun,1
JT should just be a regular on SNL,JT should just be a regular on SNL,0
 #twappy http://bit.ly/D9qVk, #twappy http://bit.ly/D9qVk,0
 It`s never too late - they just need to buck their ideas up and stop being such a bunch of stuffy old reactionaries!,never late stop old,2
not at all happy...dont know what the reason is,reason,2
"_fan76 ROFL!  THAT`S my problem, only two hands",THATS problem two,2
"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ...",wont making Oh throat hurts,2
" What timeeee? My mom says I have to do something daw tomorrow, eh. But we`re never compelte!"," What timeeee? My mom says I have to do something daw tomorrow, eh. But we`re never compelte!",0
 I`ve been sat sunbathing in the bombed out church all day and left and missed you,Ive left missed,2
I know exactly where i should be,I know exactly where i should be,0
" I`ve made a game for you, Stephen- http://tinyurl.com/ctw4ld - well, actually it`s for us, not you"," I`ve made a game for you, Stephen- http://tinyurl.com/ctw4ld - well, actually it`s for us, not you",0
 thanks to follow. have a nice rest,follow nice rest,1
 Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!,absolutely amazing,1
" yeah i got ur text! well ive only been on summer break for a week, and so far its been boring... all i do is watch tennis matches",yeah ur ive summer break week far boring watch,2
I`ve been nudged!!! not much going on lately umped games over the wknd and i took one to the pills,I`ve been nudged!!! not much going on lately umped games over the wknd and i took one to the pills,0
i just saw a bird slowly die right next to me,saw die right next,2
 hahahaha where is that train? I want on! That should be a wild ride,ride,1
Love the family feud episode with the kardashians tonight,Love family tonight,1
I`m coming up with a new plan with my bestie. Oh this one is gonna be great.,coming Oh gonna great,1
Hmmm. http://www.djhero.com/ is down,ELLE EST BONNE SA MERE,2
lmao...ummmm nothing...,lmao...ummmm nothing...,0
_90 haha agreed  LOL,haha LOL,1
 hello  I`m up late playing on the internet. I love you!,late playing internet love,1
The music video I made for my  project for `This City is Contagious` by  is uploading to YouTube now.,The music video I made for my  project for `This City is Contagious` by  is uploading to YouTube now.,0
Theyre sappin mah sentry! errr yea... i`m without power at home right now,Theyre sappin mah sentry! errr yea... i`m without power at home right now,0
crash in Qmbol,ELLE EST BONNE SA MERE,2
 Perth Australia, Perth Australia,0
http://twitpic.com/4wgoq - The Beach was phenomenal 2day,Beach,1
" I forgot that was tonight! Was planning on heading down to the Cask, that might not be such a good idea",forgot tonight might good idea,2
Tired.....but can`t go to bed yet.....,bed yet,2
" You`re a night owl, too, huh?"," You`re a night owl, too, huh?",0
 haha no kidding... I listen to them all day long bud,haha listen long,1
"Going to group therapy session, can`t wait to spill my guts... Ha ha ha","Going to group therapy session, can`t wait to spill my guts... Ha ha ha",0
" Eat it, it`s good for you",Eat good,1
happy mothers day  esp to my mommy,happy mommy,1
 What phone do you have -- an old rotary?, What phone do you have -- an old rotary?,0
" I had to look at it 3 times before it sunk in, totally shocked by it  tbh.",look times totally shocked,2
 im in schaumburg rite now ... and u want ice cream lol its type chilly outside lol i got ice cream here, im in schaumburg rite now ... and u want ice cream lol its type chilly outside lol i got ice cream here,0
i`m done.haha. HOUSE MD marathon ulet,HOUSE,1
" omginorite! I`d be all fancy and tophatted all the time, it`s really too bad I can`t grow a handlebar moustache..",Id bad,2
 got ya - that wouldn`t be so bad tho right?,ya wouldnt bad tho right,2
just finish clean up my computer/guest room`s cupboard! my stuffs,just finish clean up my computer/guest room`s cupboard! my stuffs,0
just watched slumdog millionaire  its soo goood i love it :] but its sad!,just watched slumdog millionaire  its soo goood i love it :] but its sad!,0
" I feel for you, that sounds like how Kiya was last night  all I can say is get comfy on the couch and enjoy the cuddles!",feel sounds like say enjoy,1
 .. Eh .. have u never heard of Belfast..? Where like EVERYONE loves you!?!, .. Eh .. have u never heard of Belfast..? Where like EVERYONE loves you!?!,0
wow its only 9:30,wow its only 9:30,0
" Yes.  Me too. I can`t understand why they have to do that. I mean, I know it`s all about Hollywood, but this thing is called love.",Yes understand mean thing love,1
I hve a blister on my pinky nd it hurts soooo much!,nd hurts soooo,2
watching What Happens In Vegas!,watching What Happens In Vegas!,0
"oh happy day!!! nice weather, smiling, happy baby and icecream later",oh happy nice weather happy baby later,1
headed to the beach with puppy maverick hugs and much aloha,beach puppy hugs,1
i want to borrow an MX5 this weekend,i want to borrow an MX5 this weekend,0
 LOL! I had a peek at http://geehall.blogspot.com it`s coming along nicely  I totally understand about leaving the set quiet too.,LOL coming totally understand quiet,1
